tournament_id,match_date,match_number,winner_id,winner_name,loser_id,loser_name,winner_rank,loser_rank
2020-580,2020-01-20,100,104745,Rafael Nadal,106198,Hugo Dellien,1.0,73.0
2020-580,2020-01-20,101,105643,Federico Delbonis,105311,Joao Sousa,76.0,59.0
2020-580,2020-01-20,102,105376,Peter Gojowczyk,111153,Christopher Eubanks,120.0,221.0
2020-580,2020-01-20,103,105807,Pablo Carreno Busta,106075,Jozef Kovalik,30.0,139.0
2020-580,2020-01-20,104,106401,Nick Kyrgios,132283,Lorenzo Sonego,26.0,53.0
2020-580,2020-01-20,105,104468,Gilles Simon,104655,Pablo Cuevas,61.0,46.0
2020-580,2020-01-20,106,144707,Mikael Ymer,106034,Yasutaka Uchiyama,78.0,93.0
2020-580,2020-01-20,107,111575,Karen Khachanov,106408,Mario Vilella Martinez,17.0,196.0
2020-580,2020-01-20,108,104792,Gael Monfils,104229,Yen Hsun Lu,10.0,-1.0
2020-580,2020-01-20,109,103333,Ivo Karlovic,105577,Vasek Pospisil,124.0,138.0
2020-580,2020-01-20,110,105379,Aljaz Bedene,105902,James Duckworth,55.0,94.0
2020-580,2020-01-20,111,105208,Ernests Gulbis,200000,Felix Auger Aliassime,256.0,22.0
2020-580,2020-01-20,112,126203,Taylor Fritz,134868,Tallon Griekspoor,34.0,175.0
2020-580,2020-01-20,113,104731,Kevin Anderson,125802,Ilya Ivashka,122.0,149.0
2020-580,2020-01-20,114,106109,Alex Bolt,105077,Albert Ramos,140.0,42.0
2020-580,2020-01-20,115,106233,Dominic Thiem,105173,Adrian Mannarino,5.0,44.0
2020-580,2020-01-20,116,106421,Daniil Medvedev,126207,Frances Tiafoe,4.0,50.0
2020-580,2020-01-20,117,124079,Pedro Martinez,136440,Dominik Koepfer,168.0,89.0
2020-580,2020-01-20,118,144719,Jaume Munar,200384,Hugo Gaston,90.0,247.0
2020-580,2020-01-20,119,200615,Alexei Popyrin,104542,Jo-Wilfried Tsonga,96.0,33.0
2020-580,2020-01-20,120,104545,John Isner,106329,Thiago Monteiro,19.0,86.0
2020-580,2020-01-20,121,126214,Alejandro Tabilo,123755,Daniel Elahi Galan,208.0,186.0
2020-580,2020-01-20,122,104312,Andreas Seppi,200175,Miomir Kecmanovic,85.0,54.0
2020-580,2020-01-20,123,104527,Stan Wawrinka,106000,Damir Dzumhur,15.0,92.0
2020-580,2020-01-20,124,105676,David Goffin,104871,Jeremy Chardy,11.0,58.0
2020-580,2020-01-20,125,105732,Pierre Hugues Herbert,111815,Cameron Norrie,64.0,62.0
2020-580,2020-01-20,126,105216,Yuichi Sugita,200611,Elliot Benchetrit,91.0,231.0
2020-580,2020-01-20,127,126094,Andrey Rublev,106331,Christopher Oconnell,16.0,115.0
2020-580,2020-01-20,128,105932,Nikoloz Basilashvili,126952,Soon Woo Kwon,29.0,87.0
2020-580,2020-01-20,129,104269,Fernando Verdasco,105539,Evgeny Donskoy,51.0,106.0
2020-580,2020-01-20,130,106078,Egor Gerasimov,134770,Casper Ruud,98.0,48.0
2020-580,2020-01-20,131,100644,Alexander Zverev,106065,Marco Cecchinato,7.0,77.0
2020-580,2020-01-20,132,126610,Matteo Berrettini,106302,Andrew Harris,8.0,162.0
2020-580,2020-01-20,133,105815,Tennys Sandgren,105477,Marco Trungelliti,100.0,202.0
2020-580,2020-01-20,134,105575,Ricardas Berankis,106148,Roberto Carballes Baena,69.0,83.0
2020-580,2020-01-20,135,105023,Sam Querrey,106432,Borna Coric,45.0,28.0
2020-580,2020-01-20,136,105550,Guido Pella,105441,John Patrick Smith,25.0,308.0
2020-580,2020-01-20,137,106296,Gregoire Barrere,105633,Mohamed Safwat,84.0,173.0
2020-580,2020-01-20,138,111442,Jordan Thompson,122330,Alexander Bublik,66.0,56.0
2020-580,2020-01-20,139,104926,Fabio Fognini,124187,Reilly Opelka,12.0,38.0
2020-580,2020-01-20,140,105916,Marton Fucsovics,133430,Denis Shapovalov,67.0,13.0
2020-580,2020-01-20,141,206173,Jannik Sinner,126845,Max Purcell,82.0,216.0
2020-580,2020-01-20,142,126205,Tommy Paul,104919,Leonardo Mayer,80.0,101.0
2020-580,2020-01-20,143,105777,Grigor Dimitrov,106228,Juan Ignacio Londero,20.0,52.0
2020-580,2020-01-20,144,128034,Hubert Hurkacz,110602,Dennis Novak,31.0,99.0
2020-580,2020-01-20,145,105357,John Millman,200005,Ugo Humbert,47.0,43.0
2020-580,2020-01-20,146,105936,Filip Krajinovic,111460,Quentin Halys,41.0,215.0
2020-580,2020-01-20,147,103819,Roger Federer,105449,Steve Johnson,3.0,75.0
2020-580,2020-01-20,148,126774,Stefanos Tsitsipas,106099,Salvatore Caruso,6.0,95.0
2020-580,2020-01-20,149,104259,Philipp Kohlschreiber,106218,Marcos Giron,79.0,107.0
2020-580,2020-01-20,150,106426,Cristian Garin,105882,Stefano Travaglia,36.0,74.0
2020-580,2020-01-20,151,105683,Milos Raonic,105841,Lorenzo Giustino,35.0,150.0
2020-580,2020-01-20,152,105332,Benoit Paire,105649,Cedrik Marcel Stebe,21.0,154.0
2020-580,2020-01-20,153,105227,Marin Cilic,144895,Corentin Moutet,39.0,70.0
2020-580,2020-01-20,154,111581,Michael Mmoh,104665,Pablo Andujar,217.0,63.0
2020-580,2020-01-20,155,105138,Roberto Bautista Agut,103852,Feliciano Lopez,9.0,57.0
2020-580,2020-01-20,156,106043,Diego Schwartzman,144750,Lloyd Harris,14.0,72.0
2020-580,2020-01-20,157,200221,Alejandro Davidovich Fokina,105613,Norbert Gombos,88.0,113.0
2020-580,2020-01-20,158,117360,Marc Polmans,105062,Mikhail Kukushkin,133.0,68.0
2020-580,2020-01-20,159,105583,Dusan Lajovic,106378,Kyle Edmund,27.0,65.0
2020-580,2020-01-20,160,105554,Daniel Evans,111456,Mackenzie Mcdonald,32.0,129.0
2020-580,2020-01-20,161,106415,Yoshihito Nishioka,111513,Laslo Djere,71.0,40.0
2020-580,2020-01-20,162,105147,Tatsuma Ito,105432,Prajnesh Gunneswaran,146.0,123.0
2020-580,2020-01-20,163,104925,Novak Djokovic,105526,Jan Lennard Struff,2.0,37.0
2020-580,2020-01-20,164,104745,Rafael Nadal,105643,Federico Delbonis,1.0,76.0
2020-580,2020-01-20,165,105807,Pablo Carreno Busta,105376,Peter Gojowczyk,30.0,120.0
2020-580,2020-01-20,166,106401,Nick Kyrgios,104468,Gilles Simon,26.0,61.0
2020-580,2020-01-20,167,111575,Karen Khachanov,144707,Mikael Ymer,17.0,78.0
2020-580,2020-01-20,168,104792,Gael Monfils,103333,Ivo Karlovic,10.0,124.0
2020-580,2020-01-20,169,105208,Ernests Gulbis,105379,Aljaz Bedene,256.0,55.0
2020-580,2020-01-20,170,126203,Taylor Fritz,104731,Kevin Anderson,34.0,122.0
2020-580,2020-01-20,171,106233,Dominic Thiem,106109,Alex Bolt,5.0,140.0
2020-580,2020-01-20,172,106421,Daniil Medvedev,124079,Pedro Martinez,4.0,168.0
2020-580,2020-01-20,173,200615,Alexei Popyrin,144719,Jaume Munar,96.0,90.0
2020-580,2020-01-20,174,104545,John Isner,126214,Alejandro Tabilo,19.0,208.0
2020-580,2020-01-20,175,104527,Stan Wawrinka,104312,Andreas Seppi,15.0,85.0
2020-580,2020-01-20,176,105676,David Goffin,105732,Pierre Hugues Herbert,11.0,64.0
2020-580,2020-01-20,177,126094,Andrey Rublev,105216,Yuichi Sugita,16.0,91.0
2020-580,2020-01-20,178,104269,Fernando Verdasco,105932,Nikoloz Basilashvili,51.0,29.0
2020-580,2020-01-20,179,100644,Alexander Zverev,106078,Egor Gerasimov,7.0,98.0
2020-580,2020-01-20,180,105815,Tennys Sandgren,126610,Matteo Berrettini,100.0,8.0
2020-580,2020-01-20,181,105023,Sam Querrey,105575,Ricardas Berankis,45.0,69.0
2020-580,2020-01-20,182,105550,Guido Pella,106296,Gregoire Barrere,25.0,84.0
2020-580,2020-01-20,183,104926,Fabio Fognini,111442,Jordan Thompson,12.0,66.0
2020-580,2020-01-20,184,105916,Marton Fucsovics,206173,Jannik Sinner,67.0,82.0
2020-580,2020-01-20,185,126205,Tommy Paul,105777,Grigor Dimitrov,80.0,20.0
2020-580,2020-01-20,186,105357,John Millman,128034,Hubert Hurkacz,47.0,31.0
2020-580,2020-01-20,187,103819,Roger Federer,105936,Filip Krajinovic,3.0,41.0
2020-580,2020-01-20,188,126774,Stefanos Tsitsipas,104259,Philipp Kohlschreiber,6.0,79.0
2020-580,2020-01-20,189,105683,Milos Raonic,106426,Cristian Garin,35.0,36.0
2020-580,2020-01-20,190,105227,Marin Cilic,105332,Benoit Paire,39.0,21.0
2020-580,2020-01-20,191,105138,Roberto Bautista Agut,111581,Michael Mmoh,9.0,217.0
2020-580,2020-01-20,192,106043,Diego Schwartzman,200221,Alejandro Davidovich Fokina,14.0,88.0
2020-580,2020-01-20,193,105583,Dusan Lajovic,117360,Marc Polmans,27.0,133.0
2020-580,2020-01-20,194,106415,Yoshihito Nishioka,105554,Daniel Evans,71.0,32.0
2020-580,2020-01-20,195,104925,Novak Djokovic,105147,Tatsuma Ito,2.0,146.0
2020-580,2020-01-20,196,104745,Rafael Nadal,105807,Pablo Carreno Busta,1.0,30.0
2020-580,2020-01-20,197,106401,Nick Kyrgios,111575,Karen Khachanov,26.0,17.0
2020-580,2020-01-20,198,104792,Gael Monfils,105208,Ernests Gulbis,10.0,256.0
2020-580,2020-01-20,199,106233,Dominic Thiem,126203,Taylor Fritz,5.0,34.0
2020-580,2020-01-20,200,106421,Daniil Medvedev,200615,Alexei Popyrin,4.0,96.0
2020-580,2020-01-20,201,104527,Stan Wawrinka,104545,John Isner,15.0,19.0
2020-580,2020-01-20,202,126094,Andrey Rublev,105676,David Goffin,16.0,11.0
2020-580,2020-01-20,203,100644,Alexander Zverev,104269,Fernando Verdasco,7.0,51.0
2020-580,2020-01-20,204,105815,Tennys Sandgren,105023,Sam Querrey,100.0,45.0
2020-580,2020-01-20,205,104926,Fabio Fognini,105550,Guido Pella,12.0,25.0
2020-580,2020-01-20,206,105916,Marton Fucsovics,126205,Tommy Paul,67.0,80.0
2020-580,2020-01-20,207,103819,Roger Federer,105357,John Millman,3.0,47.0
2020-580,2020-01-20,208,105683,Milos Raonic,126774,Stefanos Tsitsipas,35.0,6.0
2020-580,2020-01-20,209,105227,Marin Cilic,105138,Roberto Bautista Agut,39.0,9.0
2020-580,2020-01-20,210,106043,Diego Schwartzman,105583,Dusan Lajovic,14.0,27.0
2020-580,2020-01-20,211,104925,Novak Djokovic,106415,Yoshihito Nishioka,2.0,71.0
2020-580,2020-01-20,212,104745,Rafael Nadal,106401,Nick Kyrgios,1.0,26.0
2020-580,2020-01-20,213,106233,Dominic Thiem,104792,Gael Monfils,5.0,10.0
2020-580,2020-01-20,214,104527,Stan Wawrinka,106421,Daniil Medvedev,15.0,4.0
2020-580,2020-01-20,215,100644,Alexander Zverev,126094,Andrey Rublev,7.0,16.0
2020-580,2020-01-20,216,105815,Tennys Sandgren,104926,Fabio Fognini,100.0,12.0
2020-580,2020-01-20,217,103819,Roger Federer,105916,Marton Fucsovics,3.0,67.0
2020-580,2020-01-20,218,105683,Milos Raonic,105227,Marin Cilic,35.0,39.0
2020-580,2020-01-20,219,104925,Novak Djokovic,106043,Diego Schwartzman,2.0,14.0
2020-580,2020-01-20,220,106233,Dominic Thiem,104745,Rafael Nadal,5.0,1.0
2020-580,2020-01-20,221,100644,Alexander Zverev,104527,Stan Wawrinka,7.0,15.0
2020-580,2020-01-20,222,103819,Roger Federer,105815,Tennys Sandgren,3.0,100.0
2020-580,2020-01-20,223,104925,Novak Djokovic,105683,Milos Raonic,2.0,35.0
2020-580,2020-01-20,224,106233,Dominic Thiem,100644,Alexander Zverev,5.0,7.0
2020-580,2020-01-20,225,104925,Novak Djokovic,103819,Roger Federer,2.0,3.0
2020-580,2020-01-20,226,104925,Novak Djokovic,106233,Dominic Thiem,2.0,5.0
2020-560,2020-08-31,100,104925,Novak Djokovic,106000,Damir Dzumhur,1.0,109.0
2020-560,2020-08-31,101,106378,Kyle Edmund,122330,Alexander Bublik,44.0,54.0
2020-560,2020-08-31,102,111581,Michael Mmoh,105311,Joao Sousa,186.0,68.0
2020-560,2020-08-31,103,105526,Jan Lennard Struff,124079,Pedro Martinez,29.0,106.0
2020-560,2020-08-31,104,105807,Pablo Carreno Busta,106034,Yasutaka Uchiyama,27.0,86.0
2020-560,2020-08-31,105,106283,Mitchell Krueger,105155,Pedro Sousa,198.0,110.0
2020-560,2020-08-31,106,105575,Ricardas Berankis,105943,Federico Gaio,65.0,132.0
2020-560,2020-08-31,107,105449,Steve Johnson,104545,John Isner,64.0,22.0
2020-560,2020-08-31,108,133430,Denis Shapovalov,200624,Sebastian Korda,17.0,205.0
2020-560,2020-08-31,109,126952,Soon Woo Kwon,111515,Thai Son Kwiatkowski,73.0,187.0
2020-560,2020-08-31,110,104468,Gilles Simon,105633,Mohamed Safwat,52.0,135.0
2020-560,2020-08-31,111,126203,Taylor Fritz,136440,Dominik Koepfer,25.0,91.0
2020-560,2020-08-31,112,105936,Filip Krajinovic,144707,Mikael Ymer,26.0,71.0
2020-560,2020-08-31,113,106218,Marcos Giron,117360,Marc Polmans,96.0,121.0
2020-560,2020-08-31,114,144750,Lloyd Harris,106065,Marco Cecchinato,95.0,108.0
2020-560,2020-08-31,115,105676,David Goffin,124187,Reilly Opelka,10.0,35.0
2020-560,2020-08-31,116,126774,Stefanos Tsitsipas,105077,Albert Ramos,6.0,41.0
2020-560,2020-08-31,117,202195,Maxime Cressy,106075,Jozef Kovalik,168.0,123.0
2020-560,2020-08-31,118,106228,Juan Ignacio Londero,105539,Evgeny Donskoy,62.0,114.0
2020-560,2020-08-31,119,106432,Borna Coric,104665,Pablo Andujar,32.0,56.0
2020-560,2020-08-31,120,106078,Egor Gerasimov,105583,Dusan Lajovic,72.0,24.0
2020-560,2020-08-31,121,111442,Jordan Thompson,105882,Stefano Travaglia,63.0,87.0
2020-560,2020-08-31,122,105062,Mikhail Kukushkin,105226,Attila Balazs,90.0,78.0
2020-560,2020-08-31,123,106426,Cristian Garin,200265,Ulises Blanch,19.0,244.0
2020-560,2020-08-31,124,111815,Cameron Norrie,106043,Diego Schwartzman,76.0,13.0
2020-560,2020-08-31,125,105948,Federico Coria,105359,Jason Jung,103.0,122.0
2020-560,2020-08-31,126,200221,Alejandro Davidovich Fokina,110602,Dennis Novak,99.0,85.0
2020-560,2020-08-31,127,128034,Hubert Hurkacz,105376,Peter Gojowczyk,33.0,127.0
2020-560,2020-08-31,128,105173,Adrian Mannarino,132283,Lorenzo Sonego,39.0,46.0
2020-560,2020-08-31,129,106058,Jack Sock,104655,Pablo Cuevas,389.0,61.0
2020-560,2020-08-31,130,206909,Brandon Nakashima,103893,Paolo Lorenzi,223.0,125.0
2020-560,2020-08-31,131,100644,Alexander Zverev,104731,Kevin Anderson,7.0,117.0
2020-560,2020-08-31,132,126610,Matteo Berrettini,104424,Go Soeda,8.0,119.0
2020-560,2020-08-31,133,200005,Ugo Humbert,105216,Yuichi Sugita,42.0,88.0
2020-560,2020-08-31,134,200325,Emil Ruusuvuori,105379,Aljaz Bedene,92.0,53.0
2020-560,2020-08-31,135,134770,Casper Ruud,111456,Mackenzie Mcdonald,37.0,243.0
2020-560,2020-08-31,136,124014,Ernesto Escobedo,111794,Kamil Majchrzak,185.0,107.0
2020-560,2020-08-31,137,106099,Salvatore Caruso,105902,James Duckworth,100.0,84.0
2020-560,2020-08-31,138,106296,Gregoire Barrere,106121,Taro Daniel,93.0,112.0
2020-560,2020-08-31,139,126094,Andrey Rublev,104871,Jeremy Chardy,14.0,60.0
2020-560,2020-08-31,140,105777,Grigor Dimitrov,126205,Tommy Paul,20.0,58.0
2020-560,2020-08-31,141,105916,Marton Fucsovics,106198,Hugo Dellien,66.0,97.0
2020-560,2020-08-31,142,126207,Frances Tiafoe,104312,Andreas Seppi,82.0,89.0
2020-560,2020-08-31,143,105357,John Millman,105932,Nikoloz Basilashvili,43.0,30.0
2020-560,2020-08-31,144,200670,J J Wolf,105550,Guido Pella,138.0,36.0
2020-560,2020-08-31,145,106148,Roberto Carballes Baena,103852,Feliciano Lopez,101.0,57.0
2020-560,2020-08-31,146,106331,Christopher Oconnell,111513,Laslo Djere,116.0,81.0
2020-560,2020-08-31,147,106421,Daniil Medvedev,105643,Federico Delbonis,5.0,79.0
2020-560,2020-08-31,148,105138,Roberto Bautista Agut,105815,Tennys Sandgren,11.0,48.0
2020-560,2020-08-31,149,200175,Miomir Kecmanovic,126149,Gianluca Mager,47.0,80.0
2020-560,2020-08-31,150,105577,Vasek Pospisil,104259,Philipp Kohlschreiber,94.0,75.0
2020-560,2020-08-31,151,105683,Milos Raonic,104919,Leonardo Mayer,18.0,120.0
2020-560,2020-08-31,152,200282,Alex De Minaur,105413,Andrej Martin,28.0,98.0
2020-560,2020-08-31,153,104755,Richard Gasquet,103333,Ivo Karlovic,51.0,126.0
2020-560,2020-08-31,154,105723,Andrey Kuznetsov,105023,Sam Querrey,-1.0,45.0
2020-560,2020-08-31,155,111575,Karen Khachanov,206173,Jannik Sinner,16.0,74.0
2020-560,2020-08-31,156,200000,Felix Auger Aliassime,106329,Thiago Monteiro,21.0,83.0
2020-560,2020-08-31,157,104918,Andy Murray,106415,Yoshihito Nishioka,115.0,49.0
2020-560,2020-08-31,158,144895,Corentin Moutet,106210,Jiri Vesely,77.0,67.0
2020-560,2020-08-31,159,105554,Daniel Evans,205734,Thiago Seyboth Wild,31.0,113.0
2020-560,2020-08-31,160,105227,Marin Cilic,106045,Denis Kudla,38.0,111.0
2020-560,2020-08-31,161,105613,Norbert Gombos,105430,Radu Albot,104.0,70.0
2020-560,2020-08-31,162,111576,Sumit Nagal,105614,Bradley Klahn,124.0,129.0
2020-560,2020-08-31,163,106233,Dominic Thiem,144719,Jaume Munar,3.0,105.0
2020-560,2020-08-31,164,104925,Novak Djokovic,106378,Kyle Edmund,1.0,44.0
2020-560,2020-08-31,165,105526,Jan Lennard Struff,111581,Michael Mmoh,29.0,186.0
2020-560,2020-08-31,166,105807,Pablo Carreno Busta,106283,Mitchell Krueger,27.0,198.0
2020-560,2020-08-31,167,105575,Ricardas Berankis,105449,Steve Johnson,65.0,64.0
2020-560,2020-08-31,168,133430,Denis Shapovalov,126952,Soon Woo Kwon,17.0,73.0
2020-560,2020-08-31,169,126203,Taylor Fritz,104468,Gilles Simon,25.0,52.0
2020-560,2020-08-31,170,105936,Filip Krajinovic,106218,Marcos Giron,26.0,96.0
2020-560,2020-08-31,171,105676,David Goffin,144750,Lloyd Harris,10.0,95.0
2020-560,2020-08-31,172,126774,Stefanos Tsitsipas,202195,Maxime Cressy,6.0,168.0
2020-560,2020-08-31,173,106432,Borna Coric,106228,Juan Ignacio Londero,32.0,62.0
2020-560,2020-08-31,174,111442,Jordan Thompson,106078,Egor Gerasimov,63.0,72.0
2020-560,2020-08-31,175,105062,Mikhail Kukushkin,106426,Cristian Garin,90.0,19.0
2020-560,2020-08-31,176,111815,Cameron Norrie,105948,Federico Coria,76.0,103.0
2020-560,2020-08-31,177,200221,Alejandro Davidovich Fokina,128034,Hubert Hurkacz,99.0,33.0
2020-560,2020-08-31,178,105173,Adrian Mannarino,106058,Jack Sock,39.0,389.0
2020-560,2020-08-31,179,100644,Alexander Zverev,206909,Brandon Nakashima,7.0,223.0
2020-560,2020-08-31,180,126610,Matteo Berrettini,200005,Ugo Humbert,8.0,42.0
2020-560,2020-08-31,181,134770,Casper Ruud,200325,Emil Ruusuvuori,37.0,92.0
2020-560,2020-08-31,182,106099,Salvatore Caruso,124014,Ernesto Escobedo,100.0,185.0
2020-560,2020-08-31,183,126094,Andrey Rublev,106296,Gregoire Barrere,14.0,93.0
2020-560,2020-08-31,184,105916,Marton Fucsovics,105777,Grigor Dimitrov,66.0,20.0
2020-560,2020-08-31,185,126207,Frances Tiafoe,105357,John Millman,82.0,43.0
2020-560,2020-08-31,186,200670,J J Wolf,106148,Roberto Carballes Baena,138.0,101.0
2020-560,2020-08-31,187,106421,Daniil Medvedev,106331,Christopher Oconnell,5.0,116.0
2020-560,2020-08-31,188,105138,Roberto Bautista Agut,200175,Miomir Kecmanovic,11.0,47.0
2020-560,2020-08-31,189,105577,Vasek Pospisil,105683,Milos Raonic,94.0,18.0
2020-560,2020-08-31,190,200282,Alex De Minaur,104755,Richard Gasquet,28.0,51.0
2020-560,2020-08-31,191,111575,Karen Khachanov,105723,Andrey Kuznetsov,16.0,-1.0
2020-560,2020-08-31,192,200000,Felix Auger Aliassime,104918,Andy Murray,21.0,115.0
2020-560,2020-08-31,193,144895,Corentin Moutet,105554,Daniel Evans,77.0,31.0
2020-560,2020-08-31,194,105227,Marin Cilic,105613,Norbert Gombos,38.0,104.0
2020-560,2020-08-31,195,106233,Dominic Thiem,111576,Sumit Nagal,3.0,124.0
2020-560,2020-08-31,196,104925,Novak Djokovic,105526,Jan Lennard Struff,1.0,29.0
2020-560,2020-08-31,197,105807,Pablo Carreno Busta,105575,Ricardas Berankis,27.0,65.0
2020-560,2020-08-31,198,133430,Denis Shapovalov,126203,Taylor Fritz,17.0,25.0
2020-560,2020-08-31,199,105676,David Goffin,105936,Filip Krajinovic,10.0,26.0
2020-560,2020-08-31,200,106432,Borna Coric,126774,Stefanos Tsitsipas,32.0,6.0
2020-560,2020-08-31,201,111442,Jordan Thompson,105062,Mikhail Kukushkin,63.0,90.0
2020-560,2020-08-31,202,200221,Alejandro Davidovich Fokina,111815,Cameron Norrie,99.0,76.0
2020-560,2020-08-31,203,100644,Alexander Zverev,105173,Adrian Mannarino,7.0,39.0
2020-560,2020-08-31,204,126610,Matteo Berrettini,134770,Casper Ruud,8.0,37.0
2020-560,2020-08-31,205,126094,Andrey Rublev,106099,Salvatore Caruso,14.0,100.0
2020-560,2020-08-31,206,126207,Frances Tiafoe,105916,Marton Fucsovics,82.0,66.0
2020-560,2020-08-31,207,106421,Daniil Medvedev,200670,J J Wolf,5.0,138.0
2020-560,2020-08-31,208,105577,Vasek Pospisil,105138,Roberto Bautista Agut,94.0,11.0
2020-560,2020-08-31,209,200282,Alex De Minaur,111575,Karen Khachanov,28.0,16.0
2020-560,2020-08-31,210,200000,Felix Auger Aliassime,144895,Corentin Moutet,21.0,77.0
2020-560,2020-08-31,211,106233,Dominic Thiem,105227,Marin Cilic,3.0,38.0
2020-560,2020-08-31,212,105807,Pablo Carreno Busta,104925,Novak Djokovic,27.0,1.0
2020-560,2020-08-31,213,133430,Denis Shapovalov,105676,David Goffin,17.0,10.0
2020-560,2020-08-31,214,106432,Borna Coric,111442,Jordan Thompson,32.0,63.0
2020-560,2020-08-31,215,100644,Alexander Zverev,200221,Alejandro Davidovich Fokina,7.0,99.0
2020-560,2020-08-31,216,126094,Andrey Rublev,126610,Matteo Berrettini,14.0,8.0
2020-560,2020-08-31,217,106421,Daniil Medvedev,126207,Frances Tiafoe,5.0,82.0
2020-560,2020-08-31,218,200282,Alex De Minaur,105577,Vasek Pospisil,28.0,94.0
2020-560,2020-08-31,219,106233,Dominic Thiem,200000,Felix Auger Aliassime,3.0,21.0
2020-560,2020-08-31,220,105807,Pablo Carreno Busta,133430,Denis Shapovalov,27.0,17.0
2020-560,2020-08-31,221,100644,Alexander Zverev,106432,Borna Coric,7.0,32.0
2020-560,2020-08-31,222,106421,Daniil Medvedev,126094,Andrey Rublev,5.0,14.0
2020-560,2020-08-31,223,106233,Dominic Thiem,200282,Alex De Minaur,3.0,28.0
2020-560,2020-08-31,224,100644,Alexander Zverev,105807,Pablo Carreno Busta,7.0,27.0
2020-560,2020-08-31,225,106233,Dominic Thiem,106421,Daniil Medvedev,3.0,5.0
2020-560,2020-08-31,226,106233,Dominic Thiem,100644,Alexander Zverev,3.0,7.0
2020-520,2020-09-28,1101,104925,Novak Djokovic,144707,Mikael Ymer,1.0,80.0
2020-520,2020-09-28,1102,105575,Ricardas Berankis,106198,Hugo Dellien,66.0,104.0
2020-520,2020-09-28,1103,123755,Daniel Elahi Galan,111815,Cameron Norrie,153.0,72.0
2020-520,2020-09-28,1104,105815,Tennys Sandgren,128034,Hubert Hurkacz,47.0,31.0
2020-520,2020-09-28,1105,106426,Cristian Garin,104259,Philipp Kohlschreiber,19.0,86.0
2020-520,2020-09-28,1106,117360,Marc Polmans,200005,Ugo Humbert,122.0,38.0
2020-520,2020-09-28,1107,106210,Jiri Vesely,106281,Liam Broady,68.0,207.0
2020-520,2020-09-28,1108,111575,Karen Khachanov,111794,Kamil Majchrzak,16.0,100.0
2020-520,2020-09-28,1109,105138,Roberto Bautista Agut,104755,Richard Gasquet,10.0,50.0
2020-520,2020-09-28,1110,105226,Attila Balazs,106034,Yasutaka Uchiyama,87.0,95.0
2020-520,2020-09-28,1111,105550,Guido Pella,106099,Salvatore Caruso,37.0,85.0
2020-520,2020-09-28,1112,105807,Pablo Carreno Busta,105357,John Millman,18.0,43.0
2020-520,2020-09-28,1113,105526,Jan Lennard Struff,126207,Frances Tiafoe,32.0,67.0
2020-520,2020-09-28,1114,127157,Daniel Altmaier,103852,Feliciano Lopez,186.0,57.0
2020-520,2020-09-28,1115,144750,Lloyd Harris,200615,Alexei Popyrin,90.0,108.0
2020-520,2020-09-28,1116,126610,Matteo Berrettini,105577,Vasek Pospisil,8.0,76.0
2020-520,2020-09-28,1117,105916,Marton Fucsovics,106421,Daniil Medvedev,63.0,5.0
2020-520,2020-09-28,1118,105077,Albert Ramos,105173,Adrian Mannarino,44.0,39.0
2020-520,2020-09-28,1119,106218,Marcos Giron,111460,Quentin Halys,96.0,202.0
2020-520,2020-09-28,1120,106329,Thiago Monteiro,105932,Nikoloz Basilashvili,84.0,33.0
2020-520,2020-09-28,1121,105583,Dusan Lajovic,126149,Gianluca Mager,24.0,89.0
2020-520,2020-09-28,1122,104731,Kevin Anderson,111513,Laslo Djere,118.0,73.0
2020-520,2020-09-28,1123,200221,Alejandro Davidovich Fokina,208004,Harold Mayot,70.0,412.0
2020-520,2020-09-28,1124,126094,Andrey Rublev,105023,Sam Querrey,12.0,48.0
2020-520,2020-09-28,1125,133430,Denis Shapovalov,104468,Gilles Simon,11.0,54.0
2020-520,2020-09-28,1126,106148,Roberto Carballes Baena,105449,Steve Johnson,101.0,64.0
2020-520,2020-09-28,1127,105413,Andrej Martin,105311,Joao Sousa,102.0,77.0
2020-520,2020-09-28,1128,105777,Grigor Dimitrov,106296,Gregoire Barrere,20.0,103.0
2020-520,2020-09-28,1129,110748,Nikola Milojevic,105936,Filip Krajinovic,144.0,29.0
2020-520,2020-09-28,1130,105379,Aljaz Bedene,126239,Arthur Rinderknech,56.0,162.0
2020-520,2020-09-28,1131,104655,Pablo Cuevas,105967,Henri Laaksonen,60.0,135.0
2020-520,2020-09-28,1132,126774,Stefanos Tsitsipas,144719,Jaume Munar,6.0,109.0
2020-520,2020-09-28,1133,122330,Alexander Bublik,104792,Gael Monfils,49.0,9.0
2020-520,2020-09-28,1134,132283,Lorenzo Sonego,105877,Emilio Gomez,46.0,156.0
2020-520,2020-09-28,1135,105430,Radu Albot,111442,Jordan Thompson,79.0,55.0
2020-520,2020-09-28,1136,126203,Taylor Fritz,207830,Tomas Machac,30.0,253.0
2020-520,2020-09-28,1137,105613,Norbert Gombos,106432,Borna Coric,106.0,27.0
2020-520,2020-09-28,1138,200514,Jurij Rodionov,104871,Jeremy Chardy,170.0,65.0
2020-520,2020-09-28,1139,105841,Lorenzo Giustino,144895,Corentin Moutet,157.0,71.0
2020-520,2020-09-28,1140,106043,Diego Schwartzman,200175,Miomir Kecmanovic,14.0,41.0
2020-520,2020-09-28,1141,104527,Stan Wawrinka,104918,Andy Murray,17.0,111.0
