tournament_id,match_date,match_number,winner_id,winner_name,loser_id,loser_name,winner_rank,loser_rank
2021-520,2021-05-31,186,104926,Fabio Fognini,105916,Marton Fucsovics,29.0,44.0
2021-520,2021-05-31,187,105643,Federico Delbonis,104665,Pablo Andujar,51.0,68.0
2021-520,2021-05-31,188,126774,Stefanos Tsitsipas,124079,Pedro Martinez,5.0,103.0
2021-520,2021-05-31,189,104545,John Isner,105936,Filip Krajinovic,34.0,41.0
2021-520,2021-05-31,190,105449,Steve Johnson,106329,Thiago Monteiro,88.0,80.0
2021-520,2021-05-31,191,105807,Pablo Carreno Busta,111505,Enzo Couacaud,12.0,177.0
2021-520,2021-05-31,192,106218,Marcos Giron,105550,Guido Pella,84.0,61.0
2021-520,2021-05-31,193,106426,Cristian Garin,111456,Mackenzie Mcdonald,23.0,119.0
2021-520,2021-05-31,194,124187,Reilly Opelka,144719,Jaume Munar,35.0,72.0
2021-520,2021-05-31,195,106421,Daniil Medvedev,126205,Tommy Paul,2.0,52.0
2021-520,2021-05-31,196,104925,Novak Djokovic,105575,Ricardas Berankis,1.0,93.0
2021-520,2021-05-31,197,207518,Lorenzo Musetti,106065,Marco Cecchinato,76.0,83.0
2021-520,2021-05-31,198,126610,Matteo Berrettini,126952,Soon Woo Kwon,9.0,91.0
2021-520,2021-05-31,199,103819,Roger Federer,136440,Dominik Koepfer,8.0,59.0
2021-520,2021-05-31,200,104745,Rafael Nadal,111815,Cameron Norrie,3.0,45.0
2021-520,2021-05-31,201,206173,Jannik Sinner,144707,Mikael Ymer,19.0,105.0
2021-520,2021-05-31,202,106043,Diego Schwartzman,104259,Philipp Kohlschreiber,10.0,132.0
2021-520,2021-05-31,203,105526,Jan Lennard Struff,207989,Carlos Alcaraz,42.0,97.0
2021-520,2021-05-31,204,100644,Alexander Zverev,111513,Laslo Djere,6.0,55.0
2021-520,2021-05-31,205,105453,Kei Nishikori,105967,Henri Laaksonen,49.0,150.0
2021-520,2021-05-31,206,200221,Alejandro Davidovich Fokina,134770,Casper Ruud,46.0,16.0
2021-520,2021-05-31,207,105643,Federico Delbonis,104926,Fabio Fognini,51.0,29.0
2021-520,2021-05-31,208,126774,Stefanos Tsitsipas,104545,John Isner,5.0,34.0
2021-520,2021-05-31,209,105807,Pablo Carreno Busta,105449,Steve Johnson,12.0,88.0
2021-520,2021-05-31,210,106426,Cristian Garin,106218,Marcos Giron,23.0,84.0
2021-520,2021-05-31,211,106421,Daniil Medvedev,124187,Reilly Opelka,2.0,35.0
2021-520,2021-05-31,212,104925,Novak Djokovic,207518,Lorenzo Musetti,1.0,76.0
2021-520,2021-05-31,213,126610,Matteo Berrettini,103819,Roger Federer,9.0,8.0
2021-520,2021-05-31,214,104745,Rafael Nadal,206173,Jannik Sinner,3.0,19.0
2021-520,2021-05-31,215,106043,Diego Schwartzman,105526,Jan Lennard Struff,10.0,42.0
2021-520,2021-05-31,216,100644,Alexander Zverev,105453,Kei Nishikori,6.0,49.0
2021-520,2021-05-31,217,200221,Alejandro Davidovich Fokina,105643,Federico Delbonis,46.0,51.0
2021-520,2021-05-31,218,126774,Stefanos Tsitsipas,105807,Pablo Carreno Busta,5.0,12.0
2021-520,2021-05-31,219,106421,Daniil Medvedev,106426,Cristian Garin,2.0,23.0
2021-520,2021-05-31,220,104925,Novak Djokovic,126610,Matteo Berrettini,1.0,9.0
2021-520,2021-05-31,221,104745,Rafael Nadal,106043,Diego Schwartzman,3.0,10.0
2021-520,2021-05-31,222,100644,Alexander Zverev,200221,Alejandro Davidovich Fokina,6.0,46.0
2021-520,2021-05-31,223,126774,Stefanos Tsitsipas,106421,Daniil Medvedev,5.0,2.0
2021-520,2021-05-31,224,104925,Novak Djokovic,104745,Rafael Nadal,1.0,3.0
2021-520,2021-05-31,225,126774,Stefanos Tsitsipas,100644,Alexander Zverev,5.0,6.0
2021-520,2021-05-31,226,104925,Novak Djokovic,126774,Stefanos Tsitsipas,1.0,5.0
2021-540,2021-06-28,100,104925,Novak Djokovic,207733,Jack Draper,1.0,253.0
2021-540,2021-06-28,101,104731,Kevin Anderson,144642,Tomas Barrios Vera,102.0,209.0
2021-540,2021-06-28,102,104312,Andreas Seppi,105311,Joao Sousa,90.0,120.0
2021-540,2021-06-28,103,106045,Denis Kudla,200221,Alejandro Davidovich Fokina,114.0,35.0
2021-540,2021-06-28,104,106426,Cristian Garin,126523,Bernabe Zapata Miralles,20.0,125.0
2021-540,2021-06-28,105,117360,Marc Polmans,104229,Yen Hsun Lu,154.0,625.0
2021-540,2021-06-28,106,124079,Pedro Martinez,105882,Stefano Travaglia,107.0,88.0
2021-540,2021-06-28,107,104792,Gael Monfils,106331,Christopher Oconnell,17.0,130.0
2021-540,2021-06-28,108,106043,Diego Schwartzman,105332,Benoit Paire,11.0,46.0
2021-540,2021-06-28,109,106281,Liam Broady,106065,Marco Cecchinato,143.0,86.0
2021-540,2021-06-28,110,106210,Jiri Vesely,105870,Yannick Hanfmann,72.0,99.0
2021-540,2021-06-28,111,105916,Marton Fucsovics,206173,Jannik Sinner,48.0,23.0
2021-540,2021-06-28,112,104926,Fabio Fognini,105077,Albert Ramos,31.0,39.0
2021-540,2021-06-28,113,111513,Laslo Djere,104655,Pablo Cuevas,55.0,84.0
2021-540,2021-06-28,114,144750,Lloyd Harris,105575,Ricardas Berankis,51.0,80.0
2021-540,2021-06-28,115,126094,Andrey Rublev,105643,Federico Delbonis,7.0,47.0
2021-540,2021-06-28,116,126207,Frances Tiafoe,126774,Stefanos Tsitsipas,57.0,4.0
2021-540,2021-06-28,117,105577,Vasek Pospisil,106148,Roberto Carballes Baena,65.0,100.0
2021-540,2021-06-28,118,106078,Egor Gerasimov,126652,Jay Clarke,73.0,230.0
2021-540,2021-06-28,119,111575,Karen Khachanov,111456,Mackenzie Mcdonald,29.0,108.0
2021-540,2021-06-28,120,105554,Daniel Evans,103852,Feliciano Lopez,26.0,89.0
2021-540,2021-06-28,121,105583,Dusan Lajovic,104468,Gilles Simon,42.0,97.0
2021-540,2021-06-28,122,126156,Antoine Hoang,111190,Zhizhen Zhang,156.0,175.0
2021-540,2021-06-28,123,200624,Sebastian Korda,200282,Alex De Minaur,50.0,15.0
2021-540,2021-06-28,124,133430,Denis Shapovalov,104259,Philipp Kohlschreiber,12.0,115.0
2021-540,2021-06-28,125,104665,Pablo Andujar,105732,Pierre Hugues Herbert,70.0,101.0
2021-540,2021-06-28,126,106214,Oscar Otte,126239,Arthur Rinderknech,151.0,109.0
2021-540,2021-06-28,127,104918,Andy Murray,105932,Nikoloz Basilashvili,118.0,28.0
2021-540,2021-06-28,128,136440,Dominik Koepfer,124187,Reilly Opelka,62.0,32.0
2021-540,2021-06-28,129,126952,Soon Woo Kwon,109054,Daniel Masur,71.0,222.0
2021-540,2021-06-28,130,200175,Miomir Kecmanovic,105487,Facundo Bagnis,49.0,92.0
2021-540,2021-06-28,131,105138,Roberto Bautista Agut,105357,John Millman,10.0,43.0
2021-540,2021-06-28,132,126610,Matteo Berrettini,105550,Guido Pella,9.0,59.0
2021-540,2021-06-28,133,122298,Botic Van De Zandschulp,106296,Gregoire Barrere,139.0,131.0
2021-540,2021-06-28,134,105379,Aljaz Bedene,144895,Corentin Moutet,64.0,83.0
2021-540,2021-06-28,135,106415,Yoshihito Nishioka,104545,John Isner,58.0,33.0
2021-540,2021-06-28,136,104871,Jeremy Chardy,106234,Aslan Karatsev,61.0,24.0
2021-540,2021-06-28,137,125802,Ilya Ivashka,144719,Jaume Munar,79.0,69.0
2021-540,2021-06-28,138,105453,Kei Nishikori,200615,Alexei Popyrin,53.0,67.0
2021-540,2021-06-28,139,111442,Jordan Thompson,134770,Casper Ruud,78.0,14.0
2021-540,2021-06-28,140,200000,Felix Auger Aliassime,106329,Thiago Monteiro,19.0,81.0
2021-540,2021-06-28,141,144707,Mikael Ymer,104542,Jo-Wilfried Tsonga,98.0,85.0
2021-540,2021-06-28,142,126149,Gianluca Mager,106228,Juan Ignacio Londero,77.0,129.0
2021-540,2021-06-28,143,106401,Nick Kyrgios,200005,Ugo Humbert,60.0,25.0
2021-540,2021-06-28,144,126203,Taylor Fritz,206909,Brandon Nakashima,40.0,138.0
2021-540,2021-06-28,145,105449,Steve Johnson,110602,Dennis Novak,74.0,122.0
2021-540,2021-06-28,146,105815,Tennys Sandgren,105613,Norbert Gombos,68.0,94.0
2021-540,2021-06-28,147,100644,Alexander Zverev,134868,Tallon Griekspoor,6.0,124.0
2021-540,2021-06-28,148,103819,Roger Federer,105173,Adrian Mannarino,8.0,41.0
2021-540,2021-06-28,149,104755,Richard Gasquet,105216,Yuichi Sugita,56.0,110.0
2021-540,2021-06-28,150,106109,Alex Bolt,105936,Filip Krajinovic,149.0,44.0
2021-540,2021-06-28,151,111815,Cameron Norrie,106298,Lucas Pouille,34.0,95.0
2021-540,2021-06-28,152,132283,Lorenzo Sonego,105155,Pedro Sousa,27.0,121.0
2021-540,2021-06-28,153,123755,Daniel Elahi Galan,105948,Federico Coria,112.0,87.0
2021-540,2021-06-28,154,105902,James Duckworth,105430,Radu Albot,91.0,93.0
2021-540,2021-06-28,155,105023,Sam Querrey,105807,Pablo Carreno Busta,54.0,13.0
2021-540,2021-06-28,156,128034,Hubert Hurkacz,207518,Lorenzo Musetti,18.0,63.0
2021-540,2021-06-28,157,106218,Marcos Giron,200325,Emil Ruusuvuori,66.0,76.0
2021-540,2021-06-28,158,122330,Alexander Bublik,105062,Mikhail Kukushkin,38.0,105.0
2021-540,2021-06-28,159,105777,Grigor Dimitrov,104269,Fernando Verdasco,21.0,106.0
2021-540,2021-06-28,160,105227,Marin Cilic,106099,Salvatore Caruso,37.0,96.0
2021-540,2021-06-28,161,126127,Benjamin Bonzi,105477,Marco Trungelliti,119.0,205.0
2021-540,2021-06-28,162,207989,Carlos Alcaraz,106034,Yasutaka Uchiyama,75.0,116.0
2021-540,2021-06-28,163,106421,Daniil Medvedev,105526,Jan Lennard Struff,2.0,45.0
2021-540,2021-06-28,164,104925,Novak Djokovic,104731,Kevin Anderson,1.0,102.0
2021-540,2021-06-28,165,106045,Denis Kudla,104312,Andreas Seppi,114.0,90.0
2021-540,2021-06-28,166,106426,Cristian Garin,117360,Marc Polmans,20.0,154.0
2021-540,2021-06-28,167,124079,Pedro Martinez,104792,Gael Monfils,107.0,17.0
2021-540,2021-06-28,168,106043,Diego Schwartzman,106281,Liam Broady,11.0,143.0
2021-540,2021-06-28,169,105916,Marton Fucsovics,106210,Jiri Vesely,48.0,72.0
2021-540,2021-06-28,170,104926,Fabio Fognini,111513,Laslo Djere,31.0,55.0
2021-540,2021-06-28,171,126094,Andrey Rublev,144750,Lloyd Harris,7.0,51.0
2021-540,2021-06-28,172,126207,Frances Tiafoe,105577,Vasek Pospisil,57.0,65.0
2021-540,2021-06-28,173,111575,Karen Khachanov,106078,Egor Gerasimov,29.0,73.0
2021-540,2021-06-28,174,105554,Daniel Evans,105583,Dusan Lajovic,26.0,42.0
2021-540,2021-06-28,175,200624,Sebastian Korda,126156,Antoine Hoang,50.0,156.0
2021-540,2021-06-28,176,133430,Denis Shapovalov,104665,Pablo Andujar,12.0,70.0
2021-540,2021-06-28,177,104918,Andy Murray,106214,Oscar Otte,118.0,151.0
2021-540,2021-06-28,178,136440,Dominik Koepfer,126952,Soon Woo Kwon,62.0,71.0
2021-540,2021-06-28,179,105138,Roberto Bautista Agut,200175,Miomir Kecmanovic,10.0,49.0
2021-540,2021-06-28,180,126610,Matteo Berrettini,122298,Botic Van De Zandschulp,9.0,139.0
2021-540,2021-06-28,181,105379,Aljaz Bedene,106415,Yoshihito Nishioka,64.0,58.0
2021-540,2021-06-28,182,125802,Ilya Ivashka,104871,Jeremy Chardy,79.0,61.0
2021-540,2021-06-28,183,111442,Jordan Thompson,105453,Kei Nishikori,78.0,53.0
2021-540,2021-06-28,184,200000,Felix Auger Aliassime,144707,Mikael Ymer,19.0,98.0
2021-540,2021-06-28,185,106401,Nick Kyrgios,126149,Gianluca Mager,60.0,77.0
2021-540,2021-06-28,186,126203,Taylor Fritz,105449,Steve Johnson,40.0,74.0
2021-540,2021-06-28,187,100644,Alexander Zverev,105815,Tennys Sandgren,6.0,68.0
2021-540,2021-06-28,188,103819,Roger Federer,104755,Richard Gasquet,8.0,56.0
2021-540,2021-06-28,189,111815,Cameron Norrie,106109,Alex Bolt,34.0,149.0
2021-540,2021-06-28,190,132283,Lorenzo Sonego,123755,Daniel Elahi Galan,27.0,112.0
2021-540,2021-06-28,191,105902,James Duckworth,105023,Sam Querrey,91.0,54.0
2021-540,2021-06-28,192,128034,Hubert Hurkacz,106218,Marcos Giron,18.0,66.0
2021-540,2021-06-28,193,122330,Alexander Bublik,105777,Grigor Dimitrov,38.0,21.0
2021-540,2021-06-28,194,105227,Marin Cilic,126127,Benjamin Bonzi,37.0,119.0
2021-540,2021-06-28,195,106421,Daniil Medvedev,207989,Carlos Alcaraz,2.0,75.0
2021-540,2021-06-28,196,104925,Novak Djokovic,106045,Denis Kudla,1.0,114.0
2021-540,2021-06-28,197,106426,Cristian Garin,124079,Pedro Martinez,20.0,107.0
2021-540,2021-06-28,198,105916,Marton Fucsovics,106043,Diego Schwartzman,48.0,11.0
2021-540,2021-06-28,199,126094,Andrey Rublev,104926,Fabio Fognini,7.0,31.0
2021-540,2021-06-28,200,111575,Karen Khachanov,126207,Frances Tiafoe,29.0,57.0
2021-540,2021-06-28,201,200624,Sebastian Korda,105554,Daniel Evans,50.0,26.0
2021-540,2021-06-28,202,133430,Denis Shapovalov,104918,Andy Murray,12.0,118.0
2021-540,2021-06-28,203,105138,Roberto Bautista Agut,136440,Dominik Koepfer,10.0,62.0
2021-540,2021-06-28,204,126610,Matteo Berrettini,105379,Aljaz Bedene,9.0,64.0
2021-540,2021-06-28,205,125802,Ilya Ivashka,111442,Jordan Thompson,79.0,78.0
2021-540,2021-06-28,206,200000,Felix Auger Aliassime,106401,Nick Kyrgios,19.0,60.0
2021-540,2021-06-28,207,100644,Alexander Zverev,126203,Taylor Fritz,6.0,40.0
2021-540,2021-06-28,208,103819,Roger Federer,111815,Cameron Norrie,8.0,34.0
2021-540,2021-06-28,209,132283,Lorenzo Sonego,105902,James Duckworth,27.0,91.0
2021-540,2021-06-28,210,128034,Hubert Hurkacz,122330,Alexander Bublik,18.0,38.0
2021-540,2021-06-28,211,106421,Daniil Medvedev,105227,Marin Cilic,2.0,37.0
2021-540,2021-06-28,212,104925,Novak Djokovic,106426,Cristian Garin,1.0,20.0
2021-540,2021-06-28,213,105916,Marton Fucsovics,126094,Andrey Rublev,48.0,7.0
2021-540,2021-06-28,214,111575,Karen Khachanov,200624,Sebastian Korda,29.0,50.0
2021-540,2021-06-28,215,133430,Denis Shapovalov,105138,Roberto Bautista Agut,12.0,10.0
2021-540,2021-06-28,216,126610,Matteo Berrettini,125802,Ilya Ivashka,9.0,79.0
2021-540,2021-06-28,217,200000,Felix Auger Aliassime,100644,Alexander Zverev,19.0,6.0
2021-540,2021-06-28,218,103819,Roger Federer,132283,Lorenzo Sonego,8.0,27.0
2021-540,2021-06-28,219,128034,Hubert Hurkacz,106421,Daniil Medvedev,18.0,2.0
2021-540,2021-06-28,220,104925,Novak Djokovic,105916,Marton Fucsovics,1.0,48.0
2021-540,2021-06-28,221,133430,Denis Shapovalov,111575,Karen Khachanov,12.0,29.0
2021-540,2021-06-28,222,126610,Matteo Berrettini,200000,Felix Auger Aliassime,9.0,19.0
2021-540,2021-06-28,223,128034,Hubert Hurkacz,103819,Roger Federer,18.0,8.0
2021-540,2021-06-28,224,104925,Novak Djokovic,133430,Denis Shapovalov,1.0,12.0
2021-540,2021-06-28,225,126610,Matteo Berrettini,128034,Hubert Hurkacz,9.0,18.0
2021-540,2021-06-28,226,104925,Novak Djokovic,126610,Matteo Berrettini,1.0,9.0
2021-560,2021-08-30,100,104925,Novak Djokovic,208029,Holger Rune,1.0,145.0
2021-560,2021-08-30,101,134868,Tallon Griekspoor,105526,Jan Lennard Struff,121.0,52.0
2021-560,2021-08-30,102,105453,Kei Nishikori,106099,Salvatore Caruso,56.0,113.0
2021-560,2021-08-30,103,111456,Mackenzie Mcdonald,105676,David Goffin,61.0,30.0
2021-560,2021-08-30,104,106234,Aslan Karatsev,144719,Jaume Munar,25.0,65.0
2021-560,2021-08-30,105,111442,Jordan Thompson,126149,Gianluca Mager,59.0,71.0
2021-560,2021-08-30,106,202385,Jenson Brooksby,144707,Mikael Ymer,99.0,72.0
2021-560,2021-08-30,107,126203,Taylor Fritz,200282,Alex De Minaur,42.0,17.0
2021-560,2021-08-30,108,128034,Hubert Hurkacz,106078,Egor Gerasimov,13.0,82.0
2021-560,2021-08-30,109,104312,Andreas Seppi,105916,Marton Fucsovics,89.0,41.0
2021-560,2021-08-30,110,106045,Denis Kudla,111513,Laslo Djere,92.0,51.0
2021-560,2021-08-30,111,106214,Oscar Otte,132283,Lorenzo Sonego,144.0,23.0
2021-560,2021-08-30,112,105577,Vasek Pospisil,104926,Fabio Fognini,58.0,31.0
2021-560,2021-08-30,113,125802,Ilya Ivashka,105815,Tennys Sandgren,53.0,91.0
2021-560,2021-08-30,114,144895,Corentin Moutet,105882,Stefano Travaglia,88.0,100.0
2021-560,2021-08-30,115,126610,Matteo Berrettini,104871,Jeremy Chardy,8.0,70.0
2021-560,2021-08-30,116,100644,Alexander Zverev,105023,Sam Querrey,4.0,78.0
2021-560,2021-08-30,117,105077,Albert Ramos,106298,Lucas Pouille,48.0,133.0
2021-560,2021-08-30,118,106058,Jack Sock,106415,Yoshihito Nishioka,184.0,69.0
2021-560,2021-08-30,119,122330,Alexander Bublik,105870,Yannick Hanfmann,37.0,134.0
2021-560,2021-08-30,120,104792,Gael Monfils,105948,Federico Coria,20.0,62.0
2021-560,2021-08-30,121,105449,Steve Johnson,109739,Maximilian Marterer,87.0,212.0
2021-560,2021-08-30,122,208260,Zachary Svajda,106065,Marco Cecchinato,716.0,81.0
2021-560,2021-08-30,123,206173,Jannik Sinner,126845,Max Purcell,16.0,191.0
2021-560,2021-08-30,124,202195,Maxime Cressy,105807,Pablo Carreno Busta,151.0,12.0
2021-560,2021-08-30,125,105932,Nikoloz Basilashvili,200624,Sebastian Korda,39.0,45.0
2021-560,2021-08-30,126,207518,Lorenzo Musetti,207182,Emilio Nava,60.0,385.0
2021-560,2021-08-30,127,124187,Reilly Opelka,126952,Soon Woo Kwon,24.0,76.0
2021-560,2021-08-30,128,144750,Lloyd Harris,111575,Karen Khachanov,46.0,28.0
2021-560,2021-08-30,129,124014,Ernesto Escobedo,104655,Pablo Cuevas,178.0,101.0
2021-560,2021-08-30,130,106148,Roberto Carballes Baena,126205,Tommy Paul,95.0,54.0
2021-560,2021-08-30,131,133430,Denis Shapovalov,105643,Federico Delbonis,10.0,47.0
2021-560,2021-08-30,132,126094,Andrey Rublev,103333,Ivo Karlovic,7.0,221.0
2021-560,2021-08-30,133,124079,Pedro Martinez,105902,James Duckworth,75.0,68.0
2021-560,2021-08-30,134,126207,Frances Tiafoe,111153,Christopher Eubanks,50.0,214.0
2021-560,2021-08-30,135,105550,Guido Pella,105936,Filip Krajinovic,85.0,38.0
2021-560,2021-08-30,136,105138,Roberto Bautista Agut,106401,Nick Kyrgios,21.0,86.0
2021-560,2021-08-30,137,200325,Emil Ruusuvuori,111794,Kamil Majchrzak,66.0,114.0
2021-560,2021-08-30,138,126523,Bernabe Zapata Miralles,103852,Feliciano Lopez,116.0,97.0
2021-560,2021-08-30,139,200000,Felix Auger Aliassime,105539,Evgeny Donskoy,15.0,152.0
2021-560,2021-08-30,140,106426,Cristian Garin,105613,Norbert Gombos,19.0,111.0
2021-560,2021-08-30,141,105967,Henri Laaksonen,105357,John Millman,130.0,43.0
2021-560,2021-08-30,142,105583,Dusan Lajovic,105332,Benoit Paire,40.0,49.0
2021-560,2021-08-30,143,105376,Peter Gojowczyk,200005,Ugo Humbert,141.0,26.0
2021-560,2021-08-30,144,207989,Carlos Alcaraz,111815,Cameron Norrie,55.0,29.0
2021-560,2021-08-30,145,126239,Arthur Rinderknech,200175,Miomir Kecmanovic,83.0,63.0
2021-560,2021-08-30,146,105173,Adrian Mannarino,105732,Pierre Hugues Herbert,44.0,104.0
2021-560,2021-08-30,147,126774,Stefanos Tsitsipas,104918,Andy Murray,3.0,112.0
2021-560,2021-08-30,148,134770,Casper Ruud,105216,Yuichi Sugita,11.0,131.0
2021-560,2021-08-30,149,122298,Botic Van De Zandschulp,126535,Carlos Taberner,117.0,105.0
2021-560,2021-08-30,150,105487,Facundo Bagnis,106121,Taro Daniel,80.0,109.0
2021-560,2021-08-30,151,105477,Marco Trungelliti,200221,Alejandro Davidovich Fokina,198.0,32.0
2021-560,2021-08-30,152,206909,Brandon Nakashima,104545,John Isner,84.0,22.0
2021-560,2021-08-30,153,144684,Alex Molcan,117356,Cem Ilkel,138.0,188.0
2021-560,2021-08-30,154,104731,Kevin Anderson,106210,Jiri Vesely,77.0,90.0
2021-560,2021-08-30,155,106043,Diego Schwartzman,105575,Ricardas Berankis,14.0,96.0
2021-560,2021-08-30,156,105777,Grigor Dimitrov,200589,Sam Riffice,18.0,542.0
2021-560,2021-08-30,157,200615,Alexei Popyrin,105430,Radu Albot,73.0,108.0
2021-560,2021-08-30,158,106218,Marcos Giron,126156,Antoine Hoang,64.0,150.0
2021-560,2021-08-30,159,105554,Daniel Evans,106329,Thiago Monteiro,27.0,93.0
2021-560,2021-08-30,160,104259,Philipp Kohlschreiber,105227,Marin Cilic,115.0,36.0
2021-560,2021-08-30,161,104665,Pablo Andujar,105062,Mikhail Kukushkin,74.0,129.0
2021-560,2021-08-30,162,136440,Dominik Koepfer,111460,Quentin Halys,57.0,183.0
2021-560,2021-08-30,163,106421,Daniil Medvedev,104755,Richard Gasquet,2.0,79.0
2021-560,2021-08-30,164,104925,Novak Djokovic,134868,Tallon Griekspoor,1.0,121.0
2021-560,2021-08-30,165,105453,Kei Nishikori,111456,Mackenzie Mcdonald,56.0,61.0
2021-560,2021-08-30,166,106234,Aslan Karatsev,111442,Jordan Thompson,25.0,59.0
2021-560,2021-08-30,167,202385,Jenson Brooksby,126203,Taylor Fritz,99.0,42.0
2021-560,2021-08-30,168,104312,Andreas Seppi,128034,Hubert Hurkacz,89.0,13.0
2021-560,2021-08-30,169,106214,Oscar Otte,106045,Denis Kudla,144.0,92.0
2021-560,2021-08-30,170,125802,Ilya Ivashka,105577,Vasek Pospisil,53.0,58.0
2021-560,2021-08-30,171,126610,Matteo Berrettini,144895,Corentin Moutet,8.0,88.0
2021-560,2021-08-30,172,100644,Alexander Zverev,105077,Albert Ramos,4.0,48.0
2021-560,2021-08-30,173,106058,Jack Sock,122330,Alexander Bublik,184.0,37.0
2021-560,2021-08-30,174,104792,Gael Monfils,105449,Steve Johnson,20.0,87.0
2021-560,2021-08-30,175,206173,Jannik Sinner,208260,Zachary Svajda,16.0,716.0
2021-560,2021-08-30,176,105932,Nikoloz Basilashvili,202195,Maxime Cressy,39.0,151.0
2021-560,2021-08-30,177,124187,Reilly Opelka,207518,Lorenzo Musetti,24.0,60.0
2021-560,2021-08-30,178,144750,Lloyd Harris,124014,Ernesto Escobedo,46.0,178.0
2021-560,2021-08-30,179,133430,Denis Shapovalov,106148,Roberto Carballes Baena,10.0,95.0
2021-560,2021-08-30,180,126094,Andrey Rublev,124079,Pedro Martinez,7.0,75.0
2021-560,2021-08-30,181,126207,Frances Tiafoe,105550,Guido Pella,50.0,85.0
2021-560,2021-08-30,182,105138,Roberto Bautista Agut,200325,Emil Ruusuvuori,21.0,66.0
2021-560,2021-08-30,183,200000,Felix Auger Aliassime,126523,Bernabe Zapata Miralles,15.0,116.0
2021-560,2021-08-30,184,105967,Henri Laaksonen,106426,Cristian Garin,130.0,19.0
2021-560,2021-08-30,185,105376,Peter Gojowczyk,105583,Dusan Lajovic,141.0,40.0
2021-560,2021-08-30,186,207989,Carlos Alcaraz,126239,Arthur Rinderknech,55.0,83.0
2021-560,2021-08-30,187,126774,Stefanos Tsitsipas,105173,Adrian Mannarino,3.0,44.0
2021-560,2021-08-30,188,122298,Botic Van De Zandschulp,134770,Casper Ruud,117.0,11.0
2021-560,2021-08-30,189,105487,Facundo Bagnis,105477,Marco Trungelliti,80.0,198.0
2021-560,2021-08-30,190,144684,Alex Molcan,206909,Brandon Nakashima,138.0,84.0
2021-560,2021-08-30,191,106043,Diego Schwartzman,104731,Kevin Anderson,14.0,77.0
2021-560,2021-08-30,192,200615,Alexei Popyrin,105777,Grigor Dimitrov,73.0,18.0
2021-560,2021-08-30,193,105554,Daniel Evans,106218,Marcos Giron,27.0,64.0
2021-560,2021-08-30,194,104665,Pablo Andujar,104259,Philipp Kohlschreiber,74.0,115.0
2021-560,2021-08-30,195,106421,Daniil Medvedev,136440,Dominik Koepfer,2.0,57.0
2021-560,2021-08-30,196,104925,Novak Djokovic,105453,Kei Nishikori,1.0,56.0
2021-560,2021-08-30,197,202385,Jenson Brooksby,106234,Aslan Karatsev,99.0,25.0
2021-560,2021-08-30,198,106214,Oscar Otte,104312,Andreas Seppi,144.0,89.0
2021-560,2021-08-30,199,126610,Matteo Berrettini,125802,Ilya Ivashka,8.0,53.0
2021-560,2021-08-30,200,100644,Alexander Zverev,106058,Jack Sock,4.0,184.0
2021-560,2021-08-30,201,206173,Jannik Sinner,104792,Gael Monfils,16.0,20.0
2021-560,2021-08-30,202,124187,Reilly Opelka,105932,Nikoloz Basilashvili,24.0,39.0
2021-560,2021-08-30,203,144750,Lloyd Harris,133430,Denis Shapovalov,46.0,10.0
2021-560,2021-08-30,204,126207,Frances Tiafoe,126094,Andrey Rublev,50.0,7.0
2021-560,2021-08-30,205,200000,Felix Auger Aliassime,105138,Roberto Bautista Agut,15.0,21.0
2021-560,2021-08-30,206,105376,Peter Gojowczyk,105967,Henri Laaksonen,141.0,130.0
2021-560,2021-08-30,207,207989,Carlos Alcaraz,126774,Stefanos Tsitsipas,55.0,3.0
2021-560,2021-08-30,208,122298,Botic Van De Zandschulp,105487,Facundo Bagnis,117.0,80.0
2021-560,2021-08-30,209,106043,Diego Schwartzman,144684,Alex Molcan,14.0,138.0
2021-560,2021-08-30,210,105554,Daniel Evans,200615,Alexei Popyrin,27.0,73.0
2021-560,2021-08-30,211,106421,Daniil Medvedev,104665,Pablo Andujar,2.0,74.0
2021-560,2021-08-30,212,104925,Novak Djokovic,202385,Jenson Brooksby,1.0,99.0
2021-560,2021-08-30,213,126610,Matteo Berrettini,106214,Oscar Otte,8.0,144.0
2021-560,2021-08-30,214,100644,Alexander Zverev,206173,Jannik Sinner,4.0,16.0
2021-560,2021-08-30,215,144750,Lloyd Harris,124187,Reilly Opelka,46.0,24.0
2021-560,2021-08-30,216,200000,Felix Auger Aliassime,126207,Frances Tiafoe,15.0,50.0
2021-560,2021-08-30,217,207989,Carlos Alcaraz,105376,Peter Gojowczyk,55.0,141.0
2021-560,2021-08-30,218,122298,Botic Van De Zandschulp,106043,Diego Schwartzman,117.0,14.0
2021-560,2021-08-30,219,106421,Daniil Medvedev,105554,Daniel Evans,2.0,27.0
2021-560,2021-08-30,220,104925,Novak Djokovic,126610,Matteo Berrettini,1.0,8.0
2021-560,2021-08-30,221,100644,Alexander Zverev,144750,Lloyd Harris,4.0,46.0
2021-560,2021-08-30,222,200000,Felix Auger Aliassime,207989,Carlos Alcaraz,15.0,55.0
2021-560,2021-08-30,223,106421,Daniil Medvedev,122298,Botic Van De Zandschulp,2.0,117.0
2021-560,2021-08-30,224,104925,Novak Djokovic,100644,Alexander Zverev,1.0,4.0
2021-560,2021-08-30,225,106421,Daniil Medvedev,200000,Felix Auger Aliassime,2.0,15.0
